[0, 0, 0, 0, 0, 0, 0, 1] 3 [0, 0, 1, 0, 0, 0, 0, 0] [0.021, 0.023, 0.884, 0.014, 0.009, 0.016, 0.027, 0.006]
[0, 0, 0, 0, 0, 0, 0, 1] 4 [0, 0, 0, 1, 0, 0, 0, 0] [0.012, 0.031, 0.03, 0.857, 0.012, 0.014, 0.018, 0.026]
[0, 0, 0, 0, 0, 0, 0, 1] 5 [0, 0, 0, 0, 1, 0, 0, 0] [0.044, 0.022, 0.017, 0.016, 0.858, 0.018, 0.014, 0.011]
[0, 0, 0, 0, 0, 0, 0, 1] 6 [0, 0, 0, 0, 0, 1, 0, 0] [0.012, 0.038, 0.009, 0.012, 0.027, 0.886, 0.006, 0.01]
[0, 0, 0, 0, 0, 0, 0, 1] 7 [0, 0, 0, 0, 0, 0, 1, 0] [0.005, 0.012, 0.031, 0.012, 0.014, 0.021, 0.893, 0.012]
[0.70711, 0.70711, 0, 0, 0, 0, 0, 0] 0 [0.523, 0.477, 0, 0, 0, 0, 0, 0] [0.447, 0.471, 0.009, 0.013, 0.019, 0.027, 0.011, 0.003]
[0.70711, 0.70711, 0, 0, 0, 0, 0, 0] 1 [0, 0.484, 0.516, 0, 0, 0, 0, 0] [0.019, 0.46, 0.446, 0.013, 0.014, 0.015, 0.023, 0.01]
[0.70711, 0.70711, 0, 0, 0, 0, 0, 0] 2 [0, 0, 0.508, 0.492, 0, 0, 0, 0] [0.004, 0.009, 0.502, 0.433, 0.008, 0.006, 0.018, 0.02]
[0.70711, 0.70711, 0, 0, 0, 0, 0, 0] 3 [0, 0, 0, 0.509, 0.491, 0, 0, 0] [0.016, 0.011, 0.014, 0.424, 0.472, 0.027, 0.012, 0.024]
[0.70711, 0.70711, 0, 0, 0, 0, 0, 0] 4 [0, 0, 0, 0, 0.502, 0.498, 0, 0] [0.027, 0.02, 0.004, 0.009, 0.459, 0.452, 0.013, 0.016]
[0.70711, 0.70711, 0, 0, 0, 0, 0, 0] 5 [0, 0, 0, 0, 0, 0.49, 0.51, 0] [0.006, 0.028, 0.028, 0.007, 0.02, 0.437, 0.449, 0.025]
[0.70711, 0.70711, 0, 0, 0, 0, 0, 0] 6 [0, 0, 0, 0, 0, 0, 0.512, 0.488] [0.004, 0.008, 0.025, 0.02, 0.008, 0.01, 0.482, 0.443]
[0.70711, 0.70711, 0, 0, 0, 0, 0, 0] 7 [0.476, 0, 0, 0, 0, 0, 0, 0.524] [0.46, 0.014, 0.007, 0.032, 0.03, 0.005, 0.016, 0.436]
[0.70711, 0, 0.70711, 0, 0, 0, 0, 0] 0 [0.496, 0, 0.504, 0, 0, 0, 0, 0] [0.483, 0.004, 0.466, 0.006, 0.025, 0.004, 0.009, 0.003]
[0.70711, 0, 0.70711, 0, 0, 0, 0, 0] 1 [0, 0.497, 0, 0.503, 0, 0, 0, 0] [0.013, 0.492, 0.014, 0.43, 0.005, 0.015, 0.009, 0.022]
[0.70711, 0, 0.70711, 0, 0, 0, 0, 0] 2 [0, 0, 0.516, 0, 0.484, 0, 0, 0] [0.022, 0.001, 0.491, 0.008, 0.447, 0.01, 0.02, 0.001]
[0.70711, 0, 0.70711, 0, 0, 0, 0, 0] 3 [0, 0, 0, 0.477, 0, 0.523, 0, 0] [0.007, 0.021, 0.009, 0.458, 0.015, 0.452, 0.008, 0.03]
[0.70711, 0, 0.70711, 0, 0, 0, 0, 0] 4 [0, 0, 0, 0, 0.514, 0, 0.486, 0] [0.017, 0.003, 0.011, 0.006, 0.475, 0.013, 0.463, 0.012]
[0.70711, 0, 0.70711, 0, 0, 0, 0, 0] 5 [0, 0, 0, 0, 0, 0.496, 0, 0.504] [0.011, 0.022, 0.006, 0.024, 0.012, 0.474, 0.012, 0.439]
[0.70711, 0, 0.70711, 0, 0, 0, 0, 0] 6 [0.499, 0, 0, 0, 0, 0, 0.501, 0] [0.485, 0.009, 0.016, 0.004, 0.016, 0.005, 0.45, 0.015]
[0.70711, 0, 0.70711, 0, 0, 0, 0, 0] 7 [0, 0.506, 0, 0, 0, 0, 0, 0.494] [0.017, 0.442, 0.008, 0.02, 0.006, 0.026, 0.014, 0.467]
[0.70711, 0, 0, 0.70711, 0, 0, 0, 0] 0 [0.508, 0, 0, 0.492, 0, 0, 0, 0] [0.452, 0.022, 0.026, 0.437, 0.03, 0.01, 0.011, 0.012]
[0.70711, 0, 0, 0.70711, 0, 0, 0, 0] 1 [0, 0.492, 0, 0, 0.508, 0, 0, 0] [0.024, 0.453, 0.019, 0.021, 0.433, 0.024, 0.011, 0.015]
[0.70711, 0, 0, 0.70711, 0, 0, 0, 0] 2 [0, 0, 0.499, 0, 0, 0.501, 0, 0] [0.02, 0.026, 0.45, 0.022, 0.024, 0.413, 0.028, 0.017]
[0.70711, 0, 0, 0.70711, 0, 0, 0, 0] 3 [0, 0, 0, 0.516, 0, 0, 0.484, 0] [0.011, 0.018, 0.022, 0.436, 0.022, 0.016, 0.453, 0.022]
